sentence,label_text,label
Das Does a Draghi With India Adopting Unconventional Tools,neutral,1
Deadly gas explosion in Slovakia kills at least five https://t.co/8E8Vbxqqdo,neutral,1
Deal for background checks Co  https://t.co/Nyr1OXtrIk,neutral,1
"'Dean of Valuation' says Saudis got the Aramco valuation right, but he's still not buying",neutral,1
"Dear $LK Management:

I've taken the liberty of prepping your response to today's Muddy Waters report from our ""res... https://t.co/5UsOvZwJL3",neutral,1
"Dear Moneyist,
I don't want to be a money grab. My friend with lung disease wants to marry me so I receive his gene… https://t.co/2gNT8h06yG",neutral,1
Dear Saudis: An Open Answer To Questions About Aramco Investing,neutral,1
Defence Expo: Defence Equipment Makers See This As Another Opportunity In India,neutral,1
Dem-Controlled School District Adopts SJW-Backed Busing Plan Despite Widespread Opposition https://t.co/HAt4uOjLlr,neutral,1
Denmark Rules Out Link Between Greenland Independence and Trump,neutral,1
Depriving western Balkan countries of a clear chance to join the EU risks speeding up the already alarming pace of… https://t.co/lvgX8IfVaF,neutral,1
Designers Focus on Eco-Conscious Fashion,neutral,1
"Despite its strong ties to geopolitical events, gold is still driven by supply and demand.  https://t.co/d5nKtsma4S",neutral,1
Did Schiff Turn Trump Into Billionaire Martyr With Ill-Advised Impeachment Gambit? https://t.co/HD72Ts68Zv,neutral,1
Did the Great Recession fundamentally change the housing market? https://t.co/6aFPhNCZo1,neutral,1
"Did you know Black Friday starts today?

Probably OK to delete every email today site-unseen https://t.co/4FQDCI44Uj",neutral,1
"Did you know on the Canary Islands there’s not one canary? And on the Virgin Islands? Same thing, not one canary there either.",neutral,1
Did you know that remittances are more than three times the size of all development aid? Learn more about these “do… https://t.co/2Z0rVtSM7j,neutral,1
Did you know? The world's most-watched YouTube channel is T-Series from India https://t.co/cMlEjCo65u,neutral,1
"Did you miss our discussion yesterday on inequality?
Catch up here â†’ https://t.co/yKW2LqI6fo https://t.co/U1uuHh9afs",neutral,1
"Directing Savings To Specific Investments Is Old-Fashioned, Says Finance Minister",neutral,1
Disappointed by the size of your Social Security check? You're not alone. https://t.co/2YCIogY5Yp https://t.co/4nQ8z0ABjk,neutral,1
Dispute between Sears and Eddie Lampert's hedge fund could jeopardize bid to save retailer,neutral,1
Divergence In Sector Returns. https://t.co/XQ9Rj3MU2k #investing #economy #business,neutral,1
"Divestment Will Lead To Loss Of Jobs, Says Concor  Employees Union",neutral,1
Dividend Challenger Highlights: Week Of November 24. Read more and get updates on any stock!… https://t.co/lWJleEYJjb,neutral,1
Dividend Champion And Contender Highlights: Week Of November 24. Read more and get updates on any stock!… https://t.co/BAXK4PiX8p,neutral,1
"Do you buy the ""Mad Max"" design? https://t.co/eVpejpmG0v",neutral,1
"Do you smell what Bezos is cooking? Amazon could buy the WWE, analyst predicts",neutral,1
Do you think someone actually paid 120K for a banana taped to a wall?,neutral,1
Does this 'disgruntled boomer' really have to leave an inheritance? Here's what The Moneyist thinks. https://t.co/HTJeraUaDu,neutral,1
Does Your Goal Setting Have 2020 Vision?,neutral,1
"Does Your Retirement Portfolio Hold These 3 Mutual Fund Misfires? - February 06, 2020",neutral,1
"Does Your Retirement Portfolio Hold These 3 Mutual Fund Misfires? - February 07, 2020",neutral,1
Dog People Rejoice: Owning A Pup Is Good For Your Cardiovascular Health : Shots - Health News : NPR https://t.co/bwLgy4R8QZ,neutral,1
"Don’t eat romaine grown in Salinas, California, U.S. health officials say (via AP) https://t.co/uyM2QxYv30",neutral,1
Don't Ignore The Fixed Income Side Of Your Portfolio. Continue reading: https://t.co/IcP7z9gNX9 #investing #finance #stocks,neutral,1
Don't let your family eat themselves sick this Thanksgiving. https://t.co/Er4hoiYsgn,neutral,1
"Don't try to break your habits, 'The Power of Habit author Charles Duhigg says. Change them.... https://t.co/W0UYPfO24S",neutral,1
Doubt about a Nobel prize winner’s valuation ratio: Morning Brief,neutral,1
Dragonfly Capital - 4 Trade Ideas for Facebook: Bonus Idea https://t.co/rYScZENlSy $FB https://t.co/ubVamfc4BO,neutral,1
"Dragonfly Capital Premium is open to all. An Open House! Earnings trade, short term scans, Macro Review and Sunday… https://t.co/L04c3VJTN7",neutral,1
Drug Legislation Likely to Dry Up Biotech Funding,neutral,1
Ducrozet: Lagarde Has Marginally More Hawkish Tone Than Draghi,neutral,1
Ducrozet: Lagarde Marginally More Hawkish Than Draghi,neutral,1
"During @NasdaqCorpGov #NasdaqGovForum, Stephen Page shared insights about #cybersecurity and #CorpGov trends impact… https://t.co/0i9ob88FpU",neutral,1
Eagles going to be running 4 TE sets lol,neutral,1
"Early Bird Weekend Report: Gold, Silver, And E-Mini S&P. Sign up for updates on Seeking Alpha!… https://t.co/BlKBfxruVK",neutral,1
"Earning $40,000 a year in Omaha used to be enough to make rent comfortably. Not anymore. https://t.co/5CPNzcaT2y",neutral,1
Economic data controversies in Sweden and Denmark renew debate on statistics https://t.co/RrISenUoBk,neutral,1
Economic Recovery Narrative Doomed: Fathom's China Momentum Indicator Signals More Downside Ahead https://t.co/DStBmTZsCR,neutral,1
Economic wellbeing masks UK’s unravelling social fabric https://t.co/CN3MHq477p,neutral,1
Economics isn’t just about cold hard numbers: Gillian Tett argues why a more humanistic approach is long overdue https://t.co/BVFNpg3rYO,neutral,1
Edle Hingucker im Badezimmer:,neutral,1
"Einhorn Escalates Musk Twitter War: Demands To Know If ""Accounts Receivable Even Exist"" https://t.co/2GHEiragwx",neutral,1
EL GRUPO IBERCHEM CIERRA EL AÑO CON LA COMPRA DE DOS COMPAÑÍAS DE AROMAS Y UN CRECIMIENTO DEL 19%,neutral,1
Elders : Ceasing to be a substantial holder from MQG #Elders #Stock #MarketScreener https://t.co/BhNTyQlNmj https://t.co/MPjUMFeaI9,neutral,1
Electronic Manufacturing Services Industry Procurement Intelligence Report | Evolving Opportunities with Jabil Inc and Flex Ltd in the Electronic Manufacturing Services Industry | SpendEdge,neutral,1
Elon Musk said it best: “Oh my f. . .g God.” https://t.co/2v3ihfGrKK,neutral,1
"Employees of ATSG Companies Raise Over $380,000 for Charity",neutral,1
EnerBank Scholarship Helps Build the HVAC Future with Qualified Workers,neutral,1
Engineers at @MIT have created a new way to remove carbon dioxide from the air https://t.co/4rzZqzTvEm,neutral,1
ESG Strategies May Help Investors Beat Market Returns,neutral,1
"Euronext, SIX battle for Spain's bourse",neutral,1
Europe’s Climate Moonshot Runs Into Instant Trouble Over Costs,neutral,1
Europe’s wealthiest man —LVMH chief Bernard Arnault — is spending more than $1 billion on a Paris department store… https://t.co/eQYy0mL1rI,neutral,1
European Energy A/S: Agreement signed for the sale of wind farm in Denmark with a capacity of 22.4 MW #Stock… https://t.co/AIBfzrx1n6,neutral,1
Europe's richest man is spending $1 billion on a department store in Paris https://t.co/xjoMyN7BqA,neutral,1
Even DIY Cocktails Can't Help Brexit Blues,neutral,1
"Ever wondered where MPs go to eat, drink and gossip in Westminster? https://t.co/VJUc1Qc3L8",neutral,1
"Everyone can get what they want, this columnist says. https://t.co/0W77nFTIJU",neutral,1
"Everything Jim Cramer said on 'Mad Money,' including trade war progress, Clorox and SoFi CEOs https://t.co/wd730WkJvd",neutral,1
Expansive Applications For Hemp Manufacturing,neutral,1
Expat Chinese Workers Scouring Foreign Pharmacies for Masks,neutral,1
Expect to spend some extra green on the perfect Christmas tree this year. https://t.co/2p4vUBMRXA https://t.co/tZIxIW4hWk,neutral,1
"Expert: ‘there are people at the top who are making a lot of money, but most people are going to work at jobs that are low-wage, low-hour’",neutral,1
Experts say identifying state media outlets can be incredibly difficult and resource intensive — and they are urgin… https://t.co/nAYGyupiqX,neutral,1
F5,neutral,1
"Facebook : She Argued Facebook Is a Monopoly. To Her Surprise, People Listened. #Facebook #Stock #MarketScreener… https://t.co/6T4Ev2TpEU",neutral,1
"Fans pay respects to K-pop star Goo Hara, who was found dead at her home on Sunday. She was 28 years old https://t.co/1LMnkvtPY0",neutral,1
Far Too Many Americans Are Making This Incredibly Risky Retirement Move,neutral,1
Farm Experts Pitch For Scrapping GST On Agri-Inputs In Budget Wish List,neutral,1
Fashion star Jane Shepherdson joins clothing rental start-up https://t.co/t0GZQaQybl,neutral,1
"'Fast Money Halftime Report' Traders Advise Viewers On Microsoft, Apple And More",neutral,1
FDA inspections of overseas pharmaceutical manufacturers declined 10% from 2016 to 2018 https://t.co/oVJiZUmgYT,neutral,1
"Fed decision, Lululemon earnings, inflation gauge: 3 things to watch for Wednesday https://t.co/QbjlIImrfD",neutral,1
FedEx CEO challenges NYT publisher to public debate after tax story,neutral,1
"FedEx slams NYT tax story, proposes debate",neutral,1
Feeble Harvey Weinstein appears in New York court for bail hearing https://t.co/TNZ5vb7C0X,neutral,1
"Felix Rohatyn, Banker Who Helped Rescue New York, Dies at 91",neutral,1
Few countries are as dependent on Chinese demand as Chile https://t.co/wMBtpYe73q,neutral,1
"Finance Minister Press Conference Live: Middle Class Shareholders Will Pay Tax On Dividends At Lower Rate, Says Sitharaman",neutral,1
First Coronavirus Case Reported In New York https://t.co/Cy1yurkH6a,neutral,1
Five things to know at the start of Asia's trading day https://t.co/gXasCOTvqE,neutral,1
Five Things You Need to Know to Start Your Day,neutral,1
Flood-hit Venice’s dwindling population faces mounting woes,neutral,1
Florida’s “adult arcades” are magnets for armed robberies. Jacksonville may have figured out a way to stop the mayh… https://t.co/rXIM5eDQpl,neutral,1
"Flush With Hot Funds in Bills, Pakistan Now Wants Sticky Money",neutral,1
Focus - Beyond Meat vs Zhenmeat: The battle for China's meatless market,neutral,1
Foot On The Gas. Sign up for updates on Seeking Alpha! https://t.co/uCBHO0pNbU #stocks #economy #finance,neutral,1
"For a few hours this week, the FT gained access to PolyU, the university where students in Hong Kong have been trap… https://t.co/IpIzUTCujW",neutral,1
"For department stores, it’s the most desperate time of the year https://t.co/dcR6jFvprC",neutral,1
"For skiers in search of empty slopes and epic views, this could be the ultimate holiday https://t.co/UniPs948Ai",neutral,1
"For some of us, it takes longer than others to become a great friend, a great husband, father, wife, mother, uncond… https://t.co/Sii5uMLtdf",neutral,1
"For the first time since Zelenskiy took power this year, more Ukrainians say the country is headed in the wrong dir… https://t.co/C0FVUH3crh",neutral,1
For those of you wanting to get out of the cold I’ll be doing a signature class in Fort Lauderdale January 6-8. It… https://t.co/oJvh7S7sPH,neutral,1
"For Wall Street, Russia Has Become ‘Bulletproof’",neutral,1
Ford scrapped years of work on other designs before taking on an icon with the Mustang Mach-E https://t.co/vXZ55WwIJi,neutral,1
Former RBI Chief Subbarao Cautions Against ‘Fiscal Profligacy’,neutral,1
Former Trump campaign deputy chairman Gates gets 45-day prison sentence,neutral,1
Four Things to Know Monday: ▶ Pro-democracy candidates sweep H.K. election ▶ China to raise penalties on IP theft… https://t.co/CxUe4IfkRh,neutral,1
France reported a continued leveling-off of cases on Monday https://t.co/wi3WmBdSoi,neutral,1
France's Top Female CEO Becomes a Stranded Asset,neutral,1
FREE mini Masterclass in Trading https://t.co/I2vS5F2lR2,neutral,1
FreightWaves Oil Report: So Where Is The Impact From IMO 2020?,neutral,1
French New Wave Cinema Icon Anna Karina Dies at 79,neutral,1
French Support for Strike Still High With Holiday Plans at Stake,neutral,1
Freshfields partners to vote on introducing bad behaviour fines https://t.co/UNk8HuT0xZ,neutral,1
'Friends' reunion special in the cards,neutral,1
"From a Ratatouille ride in the France pavillion to a “Mary Poppins” attraction in the U.K. pavillion, here’s how Ep… https://t.co/fkXRSOaFZE",neutral,1
From black swan to bubble: investors weigh coronavirus risks,neutral,1
"From cranberries in the early 1900s to turkeys in the 1950s, the foods that grace our holiday tables have held a sp… https://t.co/Z6LZYdhCM9",neutral,1
"From guns to tobacco to health care, here are the industries a President Mike Bloomberg would affect. https://t.co/zNGufrY83P",neutral,1
"From Starbucks to Seattle, companies and cities alike are banning plastic straws. Are takeout containers next?… https://t.co/Ew4Fsl6K0m",neutral,1
"From tech to brisket, a personal passion becomes one of the best BBQ restaurants in Colorado @Brixmor works with e… https://t.co/alI2dm5TU8",neutral,1
"FT Crossword: Number 16,333 https://t.co/oayf5zv6Tx",neutral,1
"FT editor David Gardner reviews the book 'The Killing in the Consulate’, about the death of Saudi journalist Jamal… https://t.co/w9vCWQBAr9",neutral,1
FT North American Innovative Lawyers Awards 2019 — winners announced https://t.co/e9jlQS73PS,neutral,1
GAAP vs non-GAAP https://t.co/MMXLLXMNzn,neutral,1
Gang Up on Pete Buttigieg? Maybe Not,neutral,1
"Gartman: ""the “internals” of the past one or two weeks are not, in our opinion, indicative of a market that should… https://t.co/ALpCYJee4M",neutral,1
Gas explosion in apartment building in Slovakia has killed at least 5 people Friday. https://t.co/HDDvoPybZ0 https://t.co/Q4OMkXB5JD,neutral,1
Gen Z explains the number 1 thing they're saving for: https://t.co/WDdTPJgzXB,neutral,1
"Geopolitics, FOMC Meeting Minutes and Canadian Inflation in Focus",neutral,1
German Federal President Steinmeier today awarded former ECB President Mario Draghi the Order of Merit of the Feder... https://t.co/AT5RPcUOED,neutral,1
"Germany Announces ""Limitless"" Aid Program For Small Business: SBA Are You Listening?  https://t.co/VnhWTOsNUo",neutral,1
Germany Shaken by an Extremist Surprise,neutral,1
"Get LIVE #market #analysis, exclusive #investingideas, #earnings coverage and more. Take a #FreeTrial of Briefing I… https://t.co/wwze4v8e0y",neutral,1
Getting a new credit card to shop Black Friday? You might want to think twice,neutral,1
"Gideon Rachman: Rather than making life simpler for Germany, Brexit is making it more complicated
https://t.co/JRo1ZlETzZ",neutral,1
"Given 6 months to live, woman gets a chance at life, love and a new baby thanks to Liver Tumor Program - UChicago M… https://t.co/6yDyKgykUT",neutral,1
Glynn’s Take: RBA’s Faith Set to Be Disappointed https://t.co/xfEog5pdLl,neutral,1
"Godfrey Gao, actor and model, 1984-2019 https://t.co/98EpQrcoUe",neutral,1
"Going cashless may be convenient for some people, but for others, it makes businesses inaccessible.… https://t.co/HvFfdRDt7f",neutral,1
"GOING EXTINCT: The last Sumatran rhinoceros in Malaysia has died, leaving their worldwide population at about 80 https://t.co/oqPF8uPUN9",neutral,1
Golf legend @jacknicklaus’s original 18-karat gold Rolex will be auctioned off today at Manhattan’s Phillip Auction… https://t.co/32uoCyWt9K,neutral,1
Gonna be a bad look when the anchors are all wearing surgical masks,neutral,1
"Good for him but these ""market makers"" have no affirmative responsibility to make markets in times of stress.  In o… https://t.co/wlodqTeOl1",neutral,1
Good luck with the stock market in 2020: Morning Brief,neutral,1
Good news/bad news: Economic data agrees with the Fed https://t.co/03ddTIVthD,neutral,1
"Good news/bad news: Fed's happy, retail isn't",neutral,1
Got a Raise for 2020? 5 Key Moves to Make,neutral,1
Government Contracts and the Trade War: QuickTake (Audio),neutral,1
"Governments can do 3 things to prepare for the next pandemic, former White House advisor says https://t.co/NC2WL44PO1",neutral,1
"Graphic video showed a vehicle drive into a crowd of Chilean protesters, where at least 5 were injured https://t.co/HLh8wnGBOk",neutral,1
Great Grandmother’s Will,neutral,1
Greatest trade part deux? Icahn shorts mall debt,neutral,1
Green light for world's largest casino company,neutral,1
"Greenhouse gases hit another record high in 2018, UN agency says https://t.co/kgqyXvCUfJ",neutral,1
Greenwashing Concerns Soar as Companies Vow to Clean Emissions,neutral,1
Guatemala imposes travel restrictions to stop entry of coronavirus #economy #MarketScreener https://t.co/LyI3ggH3Ei https://t.co/hBWATuxOx1,neutral,1
Gulf Arabs Take Fitful Steps to End Qatar Rift as Iran Looms,neutral,1
"Gun Control Groups Hide Behind Bogus ""Police"" Think-Tank To Disarm Americans https://t.co/7V03o1wm9I",neutral,1
"Gundlach Live Webcast: ""A Rolling Loan Gathers No Loss"" https://t.co/6jWRdCPL8U",neutral,1
Gwyneth Paltrow Won't Get Pushed Around by Venture Capitalists,neutral,1
Half of Americans Are Setting Themselves Up for Holiday Overspending,neutral,1
"Happy Friday guys! 
It's been a long week and we all need a laugh. 
Seen any good #investing and #finance memes lat… https://t.co/TrIw52Amu7",neutral,1
Harvard Leads U.S. Colleges That Received $1 Billion From China,neutral,1
Has the Job Market Cooled Off?,neutral,1
Hate Paying Income Taxes? These 9 States Don't Have Them,neutral,1
Have a few credit cards and interested in opening another? Here's how many cards you should have. https://t.co/wlwUPY6Y6U,neutral,1
"Have you ever had a haircut so bad, you were inspired to create an entirely new tech program to ensure your next cu… https://t.co/5whAL6mlak",neutral,1
"Have you ever had a job candidate disappear on you? Ghosting is becoming more common in the workplace, here's why i… https://t.co/ZWDQjviI63",neutral,1
"Having spent years in the real estate industry, this investor has some advice for first-time homebuyers: Spend plen… https://t.co/Vou2z6v91Z",neutral,1
Having Trouble Saving for Retirement? Do These 4 Things Now,neutral,1
"He burst onto the scene, a young man in a hurry, with an eye for art and a nose for a deal. Then he vanished https://t.co/v1D1OhExLY",neutral,1
"He walks up the ball confidently, sizing up the giant, thinking about how he is going to slay him. Behind the back,… https://t.co/U1odMnBfIw",neutral,1
"Heading to Tokyo this week? Explore our city guide, including a royal 5k run, to-die-for tempura and readers' tips… https://t.co/eLapFuHIih",neutral,1
Health Care Up As Higher Risk Appetite Buoys Biotechs - Health Care Roundup #economy #MarketScreener… https://t.co/QN6mBOZImy,neutral,1
Healthy diets are out of reach for millions of people. #Nutrition-smart agriculture makes healthy foods more afford… https://t.co/5XYqMQPNWr,neutral,1
Hear it: Elon Musk drops surprise song dubbed 'Don't Doubt ur Vibe' https://t.co/Epep80TEjm,neutral,1
Helen Bonham Carter digs into her heritage in My Grandparents’ War on Channel 4 https://t.co/ptLC0UJDYB,neutral,1
Here are 12 key things to know about the Federal Reserve System https://t.co/WBi3N9kxbC https://t.co/Gp6RtNkyC4,neutral,1
Here are 5 charts that show the early effects of the #COVID-19 pandemic on economies. Read our latest #IMFBlog… https://t.co/LBAdFrt0Tm,neutral,1
Here are 5 tips for acing an interview when you're over 50. https://t.co/lGdBDQOm3k https://t.co/K8bqkCRSAg,neutral,1
Here are some of the business tax credits Congress could approve by year’s end https://t.co/u1I1EA143V,neutral,1
Here are the biggest stories from Bloomberg News today https://t.co/cDxh17g9ul,neutral,1
Here are the key takeaways from the second day of Bloomberg's New Economy Forum in Beijing https://t.co/5iqx5WcO7I #NewEconForum,neutral,1
Here comes the Dunkin 'power muffin' to help solve one key problem,neutral,1
"Here is a look at last year's Tree Lighting to give you an idea of what to expect from this year's Tree Lighting

A… https://t.co/rw20pqhvuB",neutral,1
Here’s how Charles Schwab and TD Ameritrade stack up amid reports of a blockbuster discount brokerage merger https://t.co/L45uxBCa2E,neutral,1
Here’s the real difference between women and men when it comes to stock-market investing https://t.co/JeRWWQcSes,neutral,1
Here's Alibaba founder Jack Ma's advice for job-hopping millennials https://t.co/uL8L0Gr3EL,neutral,1
"Here's how a 23-year-old making $172,000 a year in New York City spends his money. (via @CNBCMakeIt) https://t.co/jStuqNuVns",neutral,1
Here's how Kanye West went from $53 million in debt to making over $150 million in a year. (via @CNBCMakeIt) https://t.co/EjNyUYeTHW,neutral,1
"Here's How Much A 30-Year Mortgage On A $250,000 Home Really Costs",neutral,1
Here's How Much It Costs Parents to Have Adult Kids Living at Home,neutral,1
Here's how our reporter coped with the world's first 20-hour flight https://t.co/b5BaR3kHJs,neutral,1
Here's how U.S. doctors discovered the vaping illness that has killed 39 people so far. https://t.co/p3lWGGY71V,neutral,1
Here's Prince Andrew's full royal title. How long does it take for you to say it? https://t.co/xOSOGpr0XH,neutral,1
Here's the moment U.K. Labour Party leader Jeremy Corbyn said he would stay neutral in a referendum on any new deal… https://t.co/wIkKJBv8Qj,neutral,1
Here's the tax bill on the $226 million Mega Millions jackpot https://t.co/LpuUcORz2l,neutral,1
"Here's to the million-dollar car that should have cost $5,000 the underloved Porsche 914 is the next big thing https://t.co/96rH0hVOQQ",neutral,1
Here's what advisors can anticipate amid the $26 billion Charles Schwab-TD Ameritrade tie-up https://t.co/zo24qHWW5x,neutral,1
Here's what happened to the stock market on Friday https://t.co/GnGe1NOIh1,neutral,1
Here's what happened to the stock market on Tuesday https://t.co/9i3HlyWd2N,neutral,1
Here's what it's like to live on the 123rd floor of the world's tallest condo. https://t.co/MYWBJS72Co https://t.co/EokFpqFJQb,neutral,1
Here's what moved stocks into the close: https://t.co/WAaUPGAJUU,neutral,1
Here's why the rich hate the estate tax. https://t.co/MHXiInMmuU,neutral,1
Here's why this video showing hours and hours of male customers having sex with masseuses inside a South Florida ma… https://t.co/XOoTm1htdh,neutral,1
Here's Why You Need To Hedge Your Stock Investments - Nasdaq,neutral,1
"Here's why you should never lease a car, according to @suzeormanshow. https://t.co/wrAETk068o (via @CNBCMakeIt) https://t.co/aG4T2UOgmh",neutral,1
"Hey snowflake, don’t 'OK boomer’ me at work https://t.co/mcC4NL3dIP",neutral,1
"Hey Twitter! why shadow ban the truth??? 

https://t.co/wdsIpTJ0fB",neutral,1
"Hey, good news America: Investors are bailing on stocks",neutral,1
"Hibbett Sports looks quite sporty today, strongest comp in six years           
https://t.co/DBjVvEF4iV $HIBB",neutral,1
High home prices and stronger demand have millennials pouring into smaller cities. These are the top 10 housing mar… https://t.co/iXCDQZfcb3,neutral,1
"Highlight: ""As cannabis goes mainstream, it's become Black Friday for cannabis and cannabis sales,"" @eaze CEO… https://t.co/msf2k9JBAS",neutral,1
"Highlight: ""Furniture has gotten smarter because it needs to work double time,"" Queer Eye's @BobbyBerk says. ""There… https://t.co/tfss68CSRq",neutral,1
"Highlight: ""It's been 22 years since we saw the Land Rover Defender,"" @melodyhahm says. ""It was iconic back in its… https://t.co/4n2nYyB0cW",neutral,1
"Highlight: ""It's definitely one of the most detailed plans we've seen so far [from] 2020 candidates,""… https://t.co/itJAwvMS1K",neutral,1
"Highlight: ""Uber's vowed to appeal this decision,"" @tom_belger says after $UBER loses its London license over safet… https://t.co/1zo83OP3Ae",neutral,1
"Highlight: ""We have a global economy that's coming into... an aging population— these new technologies are coming d… https://t.co/1f0Oxss0eD",neutral,1
"Highlight: @adrianambells explains eminent domain: The government, ""if they have just cause, can seize your private… https://t.co/p5mkoRIYQV",neutral,1
Highlight: @bcheungz breaks down the basics of cash flow on this week's Yahoo U: https://t.co/QjJu1akJ1y,neutral,1
Highlight: @danielhowley on iPhone tracking concerns: “The whole controversy really is that Apple has made a lot of… https://t.co/emyBEiWVfx,neutral,1
Highlight: @EdwardsLifesci CEO Mike Mussallem and @justcapital_ CEO Martin Whittaker on stakeholder capitalism: https://t.co/IXNacCuYAl,neutral,1
"Highlight: @heidi_chung on Uber’s safety report: ""Uber did come out and disclose these actual figures publicly… but… https://t.co/KJUEs3vDoA",neutral,1
Highlight: @LinkedInEcon Chief Economist Guy Berger and @KPMG Chief Economist Constance Hunter break down the jobs… https://t.co/vJ3Xoj9YFb,neutral,1
Highlight: @RealSportsHBO Correspondent David Scott talks about the 2011 Fukushima nuclear disaster and the 2020 Ol... https://t.co/eArXb24orH,neutral,1
"Highlight: @scottgamm at the NYSE: “The Dow is up 100 points, but we’re still below that 28,000 mark that we first… https://t.co/IRpiSlFj9U",neutral,1
"Highlight: @spyjared on oil: “Kicking off the week with a little bit of volatility, it’s up about 1/3 of a percent… https://t.co/Ss2ACa4IU9",neutral,1
"Highlight: @tom_belger on London banning Uber: ""Uber's vowing already to appeal this decision to cut it out of one… https://t.co/JpJQqGwBhX",neutral,1
Highlight: @WellsFargo Acting Chief Economist Jay Bryson on how recessions happen: “One is when something big in th… https://t.co/y40JyB50sn,neutral,1
Highlight: @WellsFargo Asset Management multi-asset strategist Brian Jacobsen: “Our focus now is more on where are… https://t.co/ZO6K0RGHT7,neutral,1
"Highlight: “Based on the long term picture of crude oil… it’s all pointing to a very bearish picture,” @spyjared sa… https://t.co/Gr2SNNpCOz",neutral,1
"Highlight: “From the global production standpoint, [the] OPEC cuts are really just part of the system,” says @PwC’s… https://t.co/8LfE3tAyNZ",neutral,1
"Highlight: “I love making movies that make people feel good,” @candacecbure says on working with Hallmark and holid… https://t.co/jGW1xpPZmC",neutral,1
Highlight: “I think over time you’re going to see more and more services that will include ads as we move away from… https://t.co/UvdbfhCtM9,neutral,1
"Highlight: “If you think about the value that LVMH might be able to unlock for Tiffany, it does justify the price t… https://t.co/7YlpHgIQ3H",neutral,1
Highlight: “It isn’t just today— it’s really been a function of this entire year… 2019 has really been kind of the… https://t.co/9H6BkN1N1o,neutral,1
"Highlight: “It will be the first insulin pill in the history of insulin,"" Oramed CEO @NadavKidro says about their n… https://t.co/sJvKOoZFwl",neutral,1
"Highlight: “It’s a carousel not only of coaches but of players,” @serwer says about the Redskins ownership problem.… https://t.co/PXqyVBhHgH",neutral,1
"Highlight: “It’s very unclear as to who the target demographic is going to be,” @Melodyhahm says about the Tesla cy… https://t.co/oyerFjqoQ3",neutral,1
Highlight: “Patent data gives us a way of identifying actual capabilities or things that entrepreneurs and inventor… https://t.co/ecgNPg29fv,neutral,1
Highlight: “People tend to freak out this time of year because houses [have] been on the market long or there’s not… https://t.co/u8xJAVW7fF,neutral,1
"Highlight: “Taylor [Swift]’s drama amped it up big time,” Variety Senior Music Editor @jemaswad says about last nig… https://t.co/mk1RZW51PW",neutral,1
"Highlight: “The actual retail brokerage business is a very small part of [Schwab's] business,” @bcheungz says. “The… https://t.co/WvuVm95hZJ",neutral,1
"Highlight: “The U.S. consumer… [has] continued to de-lever,” notes AngelOakCap’s Sam Dunlap. “That’s really… what w… https://t.co/YFMEI1k0VV",neutral,1
"Highlight: “The White House is hosting a listening session right now about the vaping issue,” @JessicaASmith8 says.… https://t.co/0s4BsX634o",neutral,1
"Highlight: “Theres certainly a lot of U.S banks too that say: ‘We’re doing a pilot test of block chain,’”… https://t.co/BFSmAezv7t",neutral,1
"Highlight: “Theres very little not to like about this report, @WellsFargo Acting Chief Economist Jay Bryson says ab… https://t.co/SizKFOW6qr",neutral,1
"Highlight: “Unfortunately, I think it’s going to be an okay Black Friday,"" @UBS Retail Analyst Jay Sole says. “The… https://t.co/nXZ1V1wOLr",neutral,1
Highlight: “Until we can get a better sense of what the hit ultimately is going to be to earnings and how bad the u… https://t.co/EMOu5vRRdo,neutral,1
"Highlight: “We are really worried about what this looks like for us a year from now…"" @garnishgather Founder Emily… https://t.co/7CGc4PHQZd",neutral,1
"Highlight: “We think about same-day, two-day, whatever day— it is about getting the consumer what they want, when t… https://t.co/5I5aBs3GSx",neutral,1
"Highlight: “We’re always looking for ways to bring new Minecraft experiences to the community, which continues to g… https://t.co/RqmD90Wk9U",neutral,1
"Highlight: “You don’t copy Amazon, you learn the best practices,” author Ram Charan says. “It has three key element… https://t.co/f7RRODQY2R",neutral,1
Highlight: Asahi Kasei Corporation Senior Executive Officer John Moyer on investing in autonomous driving and build… https://t.co/CAwyjxB6ay,neutral,1
Highlight: Burke Financial Strategies CEO John Burke explains why healthcare is his favorite sector right now: https://t.co/KGLsJoMqJX,neutral,1
Highlight: Carnival CEO Arnold W. Donald discusses new wearable technology to enhance travel experiences on cruises: https://t.co/zAn9cDmKYr,neutral,1
Highlight: Chief CEO @cb_childers discusses women in the workplace: https://t.co/269bM576oa,neutral,1
Highlight: Columbia Threadneedle Investments Senior Interest Rate and Currency Analyst Ed Al-Hussainy breaks down t... https://t.co/L0Q5Rfcnxk,neutral,1
Highlight: Democrats and the White House reach a USMCA deal. “It’s one of those rare circumstances… where you have… https://t.co/d0oaeL6H8I,neutral,1
Highlight: House Democrats announce two articles of impeachment. “The question is have they persuaded the American… https://t.co/wzRtmMNfIj,neutral,1
Highlight: How do we read the unemployment data? @bcheungz breaks it down on Yahoo U: https://t.co/IfTM8IoUSG,neutral,1
"Highlight: Michael Bloomberg ""is trying to kind of bring the party together— shift the focus a little bit,""… https://t.co/QJV0meMLmA",neutral,1
Highlight: Plumb Funds CIO Tom Plumb explains why he’s bullish on healthcare: https://t.co/UnOSsOci4O,neutral,1
