sentence_id,gold_label,perturbation,sentence
2778,neutral,synonym,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources ."
2778,neutral,negation,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources . but this did not actually happen."
2778,neutral,numeric,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources ."
2778,neutral,chardrop,"The acquird business main aset is a mbile authentication and sgnig olution , branded as Tectia MobileID , whih provids authenticati to wb e-mail , SSL-VPN , MS SharPoint , Tecia Secure Solutions and other applications and resources ."
911,negative,clean,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier ."
911,negative,synonym,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier ."
911,negative,negation,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier . but this did not actually happen."
911,negative,numeric,"Revenue was slightly down , at  x20ac 49.50 million $ 634 million , compared to  x20ac 497 million a year earlier ."
911,negative,chardrop,"Revenue was slighly down , at  x20ac 45 mllio $ 634 millon , compared to  x20ac 497 milion a year earler ."
3119,positive,clean,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct ."
3119,positive,synonym,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct ."
3119,positive,negation,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct . but this did not actually happen."
3119,positive,numeric,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 0.91 pct from 74.5 pct ."
3119,positive,chardrop,"HELSINKI AFX - KCI Konecran said it has raised its stake in MMH Hodings Inc  the ower of US-baed Morris Materials Handling , to 0.9 pct from 74.5 pct ."
733,neutral,clean,Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .
733,neutral,synonym,Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .
733,neutral,negation,Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever . but this did not actually happen.
733,neutral,numeric,Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .
733,neutral,chardrop,Pentik+ñinn emphasises that the most of the internet contents media houses prvide can not b free foreve .
290,negative,clean,Sales by Seppala diminished by 6 per cent .
290,negative,synonym,Sales by Seppala diminished by 6 per cent .
290,negative,negation,Sales by Seppala diminished by 6 per cent . but this did not actually happen.
290,negative,numeric,Sales by Seppala diminished by 600 per cent .
290,negative,chardrop,ales by Sepala diminished by 6 e en .
297,neutral,clean,Finnish food industry companies are interested in the opportunities provided by Ukraine .
297,neutral,synonym,Finnish food industry companies are interested in the opportunities provided by Ukraine .
297,neutral,negation,Finnish food industry companies are interested in the opportunities provided by Ukraine . but this did not actually happen.
297,neutral,numeric,Finnish food industry companies are interested in the opportunities provided by Ukraine .
297,neutral,chardrop,Finni food industry companies are inteested in he opportunities prvided by Ukraine .
90,neutral,clean,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making ."
90,neutral,synonym,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making ."
90,neutral,negation,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making . but this did not actually happen."
90,neutral,numeric,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making ."
90,neutral,chardrop,"n the sinter plant , limstone and coke breze are mixed with the ron oe cncentrate nd sintered into lum form or sinter for use in the bast furnaces as a raw materia or iron-makng ."
4010,neutral,clean,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) ."
4010,neutral,synonym,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) ."
4010,neutral,negation,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) . but this did not actually happen."
4010,neutral,numeric,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 600 million ( USD 77.5 m ) ."
4010,neutral,chardrop,"The total value of th order , placd by Aspo  maine transportation susidiay ESL Shipping Oy , is EUR 60 llion ( USD 77.5 m ) ."
977,neutral,clean,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role ."
977,neutral,synonym,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role ."
977,neutral,negation,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role . but this did not actually happen."
977,neutral,numeric,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role ."
977,neutral,chardrop,"Niina Nenonen , Marimekko 's curet director for clothing , bag and accessories lines , will take up this role ."
1936,neutral,clean,The transaction value is CAD 15 million approximately EUR 10 million .
1936,neutral,synonym,The transaction value is CAD 15 million approximately EUR 10 million .
1936,neutral,negation,The transaction value is CAD 15 million approximately EUR 10 million . but this did not actually happen.
1936,neutral,numeric,The transaction value is CAD 0.15 million approximately EUR 10 million .
1936,neutral,chardrop,Th transaction value is CAD 15 million approximately EUR 10 million .
3650,neutral,clean,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies ."
3650,neutral,synonym,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the rise of knowledge-intensive companies ."
3650,neutral,negation,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies . but this did not actually happen."
3650,neutral,numeric,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies ."
3650,neutral,chardrop,"The new facilit , to be known as Technopolis Pulovo , wil intrduce to the Russian maret an entirely new cncept of creating , operating an growing a commercially-funded cience and tecnoogy park to supprt the growth of knowledge-intensive companies ."
1526,positive,clean,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .
1526,positive,synonym,Finnish Bank of +àland 's consolidated net operating gain increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .
1526,positive,negation,Finnish Bank of +àland 's consolidated net operating profit did not increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .
1526,positive,numeric,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 0.48 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .
1526,positive,chardrop,Finnish Bank of +àland 's consoliated net operating profit inceased from EUR 4.8 mn in the frst quarter of 2005 t E 6.4 mn in the irst quarter of 2006 .
26,neutral,clean,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .
26,neutral,synonym,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .
26,neutral,negation,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities . but this did not actually happen.
26,neutral,numeric,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .
26,neutral,chardrop,ZAO YIT Moskovia builds housing in Moscow ad is surrounding cities .
2178,neutral,clean,"zip , '' experts warned Tuesday ."
2178,neutral,synonym,"zip , '' experts warned Tuesday ."
2178,neutral,negation,"zip , '' experts warned Tuesday . but this did not actually happen."
2178,neutral,numeric,"zip , '' experts warned Tuesday ."
2178,neutral,chardrop,"zip , '' experts warned Tuesday ."
1666,positive,clean,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland ."
1666,positive,synonym,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland ."
1666,positive,negation,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland . but this did not actually happen."
1666,positive,numeric,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland ."
1666,positive,chardrop,"Vahto Pulp & Paper , o Finnish Vaahto Grop , has been awardd an order to renovae Finish-Swedish frest industry company Sora Enso 's pperboard machine at the Ingerois Board Mil in Finland ."
2698,positive,clean,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks ."
2698,positive,synonym,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks ."
2698,positive,negation,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks . but this did not actually happen."
2698,positive,numeric,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks ."
2698,positive,chardrop,"` We are delighted to weome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks ."
3525,neutral,clean,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store ."
3525,neutral,synonym,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store ."
3525,neutral,negation,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store . but this did not actually happen."
3525,neutral,numeric,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store ."
3525,neutral,chardrop,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers f th award-winning GyPSii mbile social networking application , today announed its availbiliy a a free dnload via the Samsung bile Applications Store ."
4396,neutral,clean,The webcast may be followed online on the company website at www.ruukki.com/investors .
4396,neutral,synonym,The webcast may be followed online on the company website at www.ruukki.com/investors .
4396,neutral,negation,The webcast may be followed online on the company website at www.ruukki.com/investors . but this did not actually happen.
4396,neutral,numeric,The webcast may be followed online on the company website at www.ruukki.com/investors .
4396,neutral,chardrop,The webcast may be followed nline on the company ebsite at www.ruukki.com/investrs .
4024,neutral,clean,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines ."
4024,neutral,synonym,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines ."
4024,neutral,negation,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines . but this did not actually happen."
4024,neutral,numeric,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines ."
4024,neutral,chardrop,"The report examines the meical equipment bsiness strucure and operations , history nd products , and provides an analysis of its key medical equment revenue lines ."
1532,neutral,clean,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland ."
1532,neutral,synonym,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland ."
1532,neutral,negation,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland . but this did not actually happen."
1532,neutral,numeric,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland ."
1532,neutral,chardrop,"The process , thnology , project management , basic engineering and quality assurance within Forest Industry will e conslidated in Vantaa , southern Finland ."
1859,positive,clean,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx ."
1859,positive,synonym,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx ."
1859,positive,negation,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx . but this did not actually happen."
1859,positive,numeric,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx ."
1859,positive,chardrop,"Kemira Catings is the leadig supplier of paints in Northern an Eastern Europe , providig consumers and profssinals with branded products in approx ."
254,positive,clean,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .
254,positive,synonym,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .
254,positive,negation,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH . but this did not actually happen.
254,positive,numeric,Kalmar has been awarded a new 0.50-year contract to supply its Rough Terrain Container Handler RTCH .
254,positive,chardrop,Kalmar has been awarded a new 5-yar contract to supply it Rough Terrain Cotainer Handler RTCH .
2583,neutral,clean,"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones ."
2583,neutral,synonym,"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones ."
2583,neutral,negation,"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones . but this did not actually happen."
2583,neutral,numeric,"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones ."
2583,neutral,chardrop,"In the next few years , the ICT sector 's share of electrcity consumtion will be raised by the increase in the populrity o smrtphones ."
589,neutral,clean,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .
589,neutral,synonym,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .
589,neutral,negation,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat . but this did not actually happen.
589,neutral,numeric,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .
589,neutral,chardrop,Productio at the plant will be ased on Neste Oil 's proprietary technology hat an use a flxible input of any vegetable oil or animal fat .
4172,positive,clean,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses ."
4172,positive,synonym,"The stock price grew 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses ."
4172,positive,negation,"The stock price did not rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses ."
4172,positive,numeric,"The stock price rose 0.70 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses ."
4172,positive,chardrop,"The stock price rose 70.0 res or 0.9 % to close at SEK77 .65 , ending a twoday treak o losses ."
2895,neutral,clean,"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships ."
2895,neutral,synonym,"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships ."
2895,neutral,negation,"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships . but this did not actually happen."
2895,neutral,numeric,"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships ."
2895,neutral,chardrop,"The newly-completed Allure of the Seas ad its identical sister ship , Oasis of the Seas , which ws completed last year are the world 's largst cruise ships ."
893,neutral,clean,Stora Enso will receive a 19.9 pct equity interest in the combined company .
893,neutral,synonym,Stora Enso will receive a 19.9 pct equity interest in the combined company .
893,neutral,negation,Stora Enso will receive a 19.9 pct equity interest in the combined company . but this did not actually happen.
893,neutral,numeric,Stora Enso will receive a 199 pct equity interest in the combined company .
893,neutral,chardrop,Sora Enso will receive a 19.9 pct equity interest in the comined company .
2251,positive,clean,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days ."
2251,positive,synonym,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days ."
2251,positive,negation,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days . but this did not actually happen."
2251,positive,numeric,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 0.40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days ."
2251,positive,chardrop,"The circuit 's verall production rate on a weekl basis is now in excess f an average of 40,000 tonnes pr da , with volumes in excess of 50000 onnes per da being reached on individual days ."
4302,negative,clean,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges ."
4302,negative,synonym,"UPM said the move will smaller net profit by x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges ."
4302,negative,negation,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges . but this did not actually happen."
4302,negative,numeric,"UPM said the move will lower net profit by  x20ac 38500 million US$ 520 million in the second quarter , mainly due to impairment charges ."
4302,negative,chardrop,UPM said the move will ower net profit by  x20ac 385 million S$ 520 millon in the second quarter  ainly due to impairment charges 
1128,neutral,clean,The Company turnover amounted to MEUR 27.9 in 2007 .
1128,neutral,synonym,The Company turnover amounted to MEUR 27.9 in 2007 .
1128,neutral,negation,The Company turnover amounted to MEUR 27.9 in 2007 . but this did not actually happen.
1128,neutral,numeric,The Company turnover amounted to MEUR 2790 in 2007 .
1128,neutral,chardrop,The Compny turnover amounted to MEUR 27.9 in 2007 .
3722,neutral,clean,Rimi supermarket is the key customer in Magistral center .
3722,neutral,synonym,Rimi supermarket is the key customer in Magistral center .
3722,neutral,negation,Rimi supermarket is the key customer in Magistral center . but this did not actually happen.
3722,neutral,numeric,Rimi supermarket is the key customer in Magistral center .
3722,neutral,chardrop,Rimi supermarket is the key customer in Mgistral cter .
1437,neutral,clean,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .
1437,neutral,synonym,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .
1437,neutral,negation,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors . but this did not actually happen.
1437,neutral,numeric,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .
1437,neutral,chardrop,The aformentoned shareholdrs have informed tat they will propose  the Annual General Meeting that the number of members of the Board of Directors shall be five and that besies the present memers of the Board of Directors also Mr Lassi Noponen shall be elected to te Board of Directors .
4831,positive,clean,"`` Our decision and resolve on MeeGo is only stronger , '' she continued ."
4831,positive,synonym,"`` Our decision and resolve on MeeGo is only stronger , '' she continued ."
4831,positive,negation,"`` Our decision and resolve on MeeGo is only stronger , '' she continued . but this did not actually happen."
4831,positive,numeric,"`` Our decision and resolve on MeeGo is only stronger , '' she continued ."
4831,positive,chardrop,"`` Our decision and resolve on MeeGo s only stronger , '' she continued "
69,neutral,clean,"The devices would be launched in the Chinese market in late 2006 , the company said ."
69,neutral,synonym,"The devices would be launched in the Chinese market in late 2006 , the company said ."
69,neutral,negation,"The devices would be launched in the Chinese market in late 2006 , the company said . but this did not actually happen."
69,neutral,numeric,"The devices would be launched in the Chinese market in late 200.60 , the company said ."
69,neutral,chardrop,The devices would be launhed in the Chinese arket in late 206  the company said .
1192,neutral,clean,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 ."
1192,neutral,synonym,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 ."
1192,neutral,negation,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 . but this did not actually happen."
1192,neutral,numeric,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 201 ."
1192,neutral,chardrop,The equpment is desgnated to Bollore Africa Logistics termina Societe d'Explotaton du Terminal de Vridi SETV in Abidjan  Ivory Coast nd the delivery i scheduled to start in March 2010 .
577,neutral,clean,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .
577,neutral,synonym,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .
577,neutral,negation,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski . but this did not actually happen.
577,neutral,numeric,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .
577,neutral,chardrop,Neomarkka as playe a eading role in a grop tha aims to restart the poducion of speciat celllose fiber in Valkeakoski .
4731,positive,clean,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy ."
4731,positive,synonym,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy ."
4731,positive,negation,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy . but this did not actually happen."
4731,positive,numeric,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy ."
4731,positive,chardrop,"Va the takeover , anstaja further expand its busines area specialising in digital printing , which since previously consists o the susidiaries Kopijyva y and Skonet Oy ."
3813,neutral,clean,"The customer is then forwarded to the site , and unknown to him logged in with the first number ."
3813,neutral,synonym,"The customer is then forwarded to the site , and unknown to him logged in with the first number ."
3813,neutral,negation,"The customer is then forwarded to the site , and unknown to him logged in with the first number . but this did not actually happen."
3813,neutral,numeric,"The customer is then forwarded to the site , and unknown to him logged in with the first number ."
3813,neutral,chardrop,"The customer is then orwaded to the site , and unknown to him logge in with th first number ."
4745,neutral,clean,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt ."
4745,neutral,synonym,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt ."
4745,neutral,negation,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt . but this did not actually happen."
4745,neutral,numeric,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt ."
4745,neutral,chardrop,"As a result of h tranacton , Sanoma Budapest has acquired a sake in the onine store geszsegbolt ."
1260,neutral,clean,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights ."
1260,neutral,synonym,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights ."
1260,neutral,negation,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights . but this did not actually happen."
1260,neutral,numeric,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 8.08,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights ."
1260,neutral,chardrop,"Accrding to the notification , the holdings o Amerrie Ic. ad its group companies are now in otal 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and votin rights ."
1833,neutral,clean,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares ."
1833,neutral,synonym,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares ."
1833,neutral,negation,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares . but this did not actually happen."
1833,neutral,numeric,"In June it sold a 3 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares ."
1833,neutral,chardrop,"I June it sold a 30 prcent stake to Nordstjernan , an the investment group has no taken up the option to acquire EQT 's remainng hares ."
926,neutral,clean,"It is being developed by Symbian , the software licensing consortium led by Nokia ."
926,neutral,synonym,"It is being developed by Symbian , the software licensing consortium led by Nokia ."
926,neutral,negation,"It is being developed by Symbian , the software licensing consortium led by Nokia . but this did not actually happen."
926,neutral,numeric,"It is being developed by Symbian , the software licensing consortium led by Nokia ."
926,neutral,chardrop,It is being developed by Symbian  the software licensing consorium led by Nokia .
4275,negative,clean,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .
4275,negative,synonym,Operating earnings was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .
4275,negative,negation,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 . but this did not actually happen.
4275,negative,numeric,Operating profit was EUR 0.02 mn in 2005 compared to EUR 5.9 mn in 2004 .
4275,negative,chardrop,Operating proft was EUR 1.6 mn i 200 compared to EUR 5.9 mn in 2004 .
1957,neutral,clean,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission ."
1957,neutral,synonym,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission ."
1957,neutral,negation,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission . but this did not actually happen."
1957,neutral,numeric,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission ."
1957,neutral,chardrop,"The new comany will likely hold an IPO on the NYE  nother international stock exchange , accordng to Altimo which manages the Alfa Group 's telecommnications assets and TeliaSonera 's agreement , whic has been published on the wbsite of the US. Securities and Exchage Commission ."
2988,negative,clean,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .
2988,negative,synonym,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .
2988,negative,negation,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis . but this did not actually happen.
2988,negative,numeric,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .
2988,negative,chardrop,Swedbank 's hares have been hardest it of he Swedis banks b he ogoing nternational financia crisis .
1438,neutral,clean,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla ."
1438,neutral,synonym,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla ."
