sentence_en,sentence,label_text,label
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",芬兰公司于2001年7月将其位于伦敦、伯明翰和曼彻斯特办公室的50名员工组成的英国运营部门，作为其欧洲范围内的财产及意外事故保险部门Sampo Industrial与汉德伦达成的一项交易的一部分出售。,neutral,1
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",然而，2010年的净销售额被认为从2009年的582.3百万欧元增长到598.3百万欧元。,positive,2
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",POYRY是一家专注于能源、林业和基础设施与环境领域的全球咨询与工程公司。,neutral,1
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",芬兰电子制造服务EMS公司Elcoteq SE在2007年上半年录得净亏损6640万欧元，约合9.12亿美元，而2006年同期则录得净利润710万欧元，约合980万美元。,negative,0
"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",Tieto正在寻找一种最佳支持可持续发展理念的能源解决方案，我们很高兴能够提供这样的解决方案，Fortum副总裁Jouni Haikarainen如是说。,positive,2
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",在芬兰，福斯市表示将不会向2008年3月发生烧碱泄漏到自来水中事件的食品行业公司HK鲁奥塔洛和艾特里进行赔偿。,negative,0
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",芬兰领先的金属集团奥托昆普表示，其第四季度净利润几乎增加了三倍，这得益于不锈钢的强劲全球需求、基础金属价格飙升以及技术部门出售所得。,positive,2
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",Cramo 的经理贾尔莫·拉萨南表示，在立陶宛租赁设备和机械与波罗的海其他国家不同，因为在立陶宛仍然有许多公共设施如道路、桥梁、机场和商店正在建设中。,neutral,1
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",三个季度期间的营业利润和净销售收入分别从1510万欧元和13150万欧元增加，相较于2005年对应时期。,positive,2
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",CapMan Plc 公司公告，2008年3月31日 Jukka Ruuska 先生，OMX北欧交易所和斯德哥尔摩证券交易所的总裁，将于不晚于2008年9月加入CapMan。,neutral,1
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",2011年2月4日 - 来自芬兰的宽带数据通信系统提供商Teleste Oyj HEL：TLT1V 周三表示，其2010年的净利润从2009年的4.16万欧元飙升至480万欧元，并提高了股息提案。,positive,2
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",上半年经营利润为0.8百万，同比下降了0.1百万，因为Glisten在品牌建设和管理团队上进行了投资。,negative,0
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,稀释后每股收益（EPS）从0.64欧元上升至1.05欧元。,positive,2
"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",另一方面，蒙得维的亚表示，两座 mill 将会在该地区创造就业机会。,positive,2
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,销售额上升至300.9百万欧元，比去年的276.1百万欧元有所增长，并符合299百万欧元的一致预期。,positive,2
Olvi expects sales and market share to increase in the first quarter of 2010 .,Olvi预计2010年第一季度的销售额和市场份额将增加。,positive,2
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",液体处理部门提供实验室设备和配件，包括Biohit品牌的机械和电子移液管以及在研究机构、大学、医院以及制药、食品和其他行业使用的一次性吸头。,neutral,1
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",9月10日 2009年 芬兰萨翁林纳的鲁克基公司签署了一份合同，将提供并安装跨越Kyronsalmi海峡的桥梁的钢结构。,positive,2
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",科佩尔SH是来自英国的起重机设备制造商柯尼卡曼尼斯的分发商，赢得了涉及低维护和节能技术的五年合约。,positive,2
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,我们的客户对Basware发票自动化解决方案满意，并将其实施扩展到新的地理区域。,positive,2
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",俄罗斯占拉加德雷杂志部门收入的9%，即2009年的1.144亿欧元（1.4811亿美元），美国则占18%。,neutral,1
We are now in a position to pursue novel clinical candidates going forward . '',我们现在可以继续追求新的临床候选药物。,positive,2
"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",今天，我们以新的方式连接人们——将先进的移动技术与个性化服务相结合，使人们能够更接近他们关心的事物。,neutral,1
"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",纸浆股跌幅居前，其中斯道拉恩索下跌2.30%，报14.01欧元，M--real下跌2.86%，报5.09欧元，乌PM-Kymmene下跌1.14%，报19.10欧元。,negative,0
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",芬兰卡哥特科公司旗下的卡尔玛业务领域，为越南Saigon Newport Company SNP公司提供了十台额外的E-One橡胶轮胎龙门RTG起重机，用于集装箱处理解决方案。,positive,2
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,报告期内利润从2008年1月至9月的750万欧元下降至160万欧元。,negative,0
"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",Technopolis 已划拨一块面积为 4.6 公顷的土地用于建设公园，Mikkonen 说。,neutral,1
Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations .,根据协议，庞斯公司将为斯道拉恩索俄罗斯木材采购运营提供森林机械维护服务。,neutral,1
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",运营利润为3020万欧元，同比下降了4380万欧元。,negative,0
"The business idea of Budget Sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said .",Budget Sport的业务理念是为顾客提供种类丰富的高质量体育器材和服装，并以低价销售，该公司表示。,neutral,1
"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",凯斯科农业立陶宛，农业机械和粮食交易商以及凯斯科集团的另一成员，销售额提升了42.9%，达到1340万欧元（含增值税）。,positive,2
"s business sectors are building construction , infrastructure construction and technical building services .",该公司涉及的业务领域包括建筑施工、基础设施建设以及技术建筑服务。,neutral,1
The value of the orders is about EUR 25mn .,订单的价值约为2500万欧元。,neutral,1
Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .,瑞典瓦伦贝里家族控制的Investor已购入瑞典零售银行SEB大量C股。,neutral,1
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",由于互联网，消费者比以前更多地比较产品，芬兰公司缺乏竞争力。,negative,0
"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",运营利润为11.07百万欧元，同比增长了2.42百万欧元。,positive,2
The pipeline is strong .,管道强劲。,positive,2
"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for .",特别注意建筑的能效问题，因为该建筑设计符合能效等级B的要求，并将申请LEED认证。,neutral,1
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",额外金额，最高不超过1200万欧元，将在2007年达成某些财务绩效目标时以现金支付。,neutral,1
"Secure your files online Like filling out a tax return , making a backup is boring .",在线保护文件就像填写税表，备份是很枯燥的。,neutral,1
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",十月宣布了关于格拉森效率计划的谈判开始。,neutral,1
The fine print is here .,细则在此。,neutral,1
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,印度康特尔公司获得了来自印度一家领先运营商的重要长期订单，用于调解和供应解决方案。,positive,2
M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,M-real计划在哈林和戈尔斯姆++赫勒造纸厂停产标准涂层纸。,neutral,1
"Xerox and Stora Enso have teamed up to tailor the iGen3 to the short-run , on-demand packaging market .",Xerox和斯道拉恩索联手将iGen3定制化以适应短时打印、按需包装市场。,positive,2
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",芬兰的Neste Oil因其NExBTL技术而获得了芬兰化学工业联合会的创新奖，该技术使生物柴油能够从植物油和动物脂肪中生产出来。,positive,2
A paper mill in the central Maine town of Madison soon will have a new owner .,缅因州中部马德森镇的一家造纸厂很快将有一个新的所有者。,neutral,1
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",2010年第二季度，公司的净利润为170万欧元，而2009年4月至6月则亏损130万欧元。,positive,2
Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,2007年的净销售额为3.29亿欧元，营业利润率超过19%。,neutral,1
"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results .",在发电方面，Fortum在2006年前九个月生产了39.3太瓦时的电力，比2005年同期的38.0太瓦时有所增加，根据集团最新财务报表中发布的数据。,neutral,1
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",在家居用品领域，菲斯卡提供领先的品牌产品，涵盖家庭、厨房和室内设计。,positive,2
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",通过将其现有的解决方案整合到一个平台上，Comptel表示已经降低了部署成本。,positive,2
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,该公司从盈利130万欧元下滑至亏损260万欧元。,negative,0
"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",1989年成立的CapMan管理着北欧买断、夹层、科技、生命科学和房地产基金，总资本约为30亿欧元40亿美元。,neutral,1
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,该公司还表示，其董事会提议每股派发利润分红0.92欧元。,neutral,1
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",L+ñnnen Tehtaat的食品部门重组为两个战略业务单元，即Apetit冷冻食品和果酱以及Apetit鱼类。,neutral,1
This amount will not be included in the pensionable salary .,这笔金额将不计入养老金基数。,neutral,1
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,Basware 订单匹配自动将采购发票与已批准的采购订单匹配。,neutral,1
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",按照我们的战略，我们在十月在南非建立了代表处，以加强当地 presence。,positive,2
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",该公司成立于1994年，采用六步的时间聚焦协作项目方法来改善金融机构的收入流。,neutral,1
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .","投资性房地产的公允价值总计为2,299.9百万欧元，而2009年相应期间为2,229.5百万欧元。",positive,2
Karppinen expects the consolidation trend to continue in the Finnish market .,Karppinen预计芬兰市场将延续整合趋势。,neutral,1
Gearing was 43 % compared to 67 % in 2004 .,gearing为43%，而2004年为67%。,neutral,1
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",该项目的范围是寻找最经济高效的磷去除方法，并提供可用于工厂连续运行的存储和投加设备。,neutral,1
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .","到目前为止，挪威诺尔斯科公司已经减少了1,000名员工，并计划在2008年减少200,000吨产量，而芬瑞斯瑞典斯道拉恩索公司则计划减少1,700名员工和500,000吨产量。",negative,0
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",Helsinki音乐中心的建设将于今年秋天开始，该项目的总成本估计为1.4亿欧元。,neutral,1
The optimization of the steel components heating process will reduce the energy consumption .,钢铁组件加热过程的优化将降低能源消耗。,positive,2
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",我们的客户来自以下国家：英国、美国、西班牙、法国、意大利、德国、中国、瑞典、挪威、荷兰、奥地利、比利时、瑞士、捷克共和国、塞尔维亚、芬兰、加拿大、俄罗斯、乌克兰、葡萄牙、丹麦、爱尔兰、韩国和列支敦士登。,neutral,1
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .","Copenhagen 首要购物区的250平方米2,691平方英尺商店今天正式开业，进一步巩固了公司在北欧首都的影响力。",positive,2
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",报告还指出，诺基亚在波鸿、乌尔姆、杜塞尔多夫、慕尼黑和法兰克福的运营站点实现息前营业利润2.46亿欧元。,neutral,1
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",Neste油公司是一家专注于清洁高品质交通燃料的炼油和营销公司。,neutral,1
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,运营利润从2009年相应时期的122万欧元上升至311万欧元。,positive,2
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,制药集团奥里恩公司报告称，其第三季度盈利下滑，这受到了研发和营销支出增加的影响。,negative,0
This will bring cost savings of about EUR 3mn a year .,这将带来每年约300万欧元的成本节约。,positive,2
Nokia is also negotiating the product portfolio of the new company .,诺基亚也在与新公司谈判产品组合。,neutral,1
The new policy was also aimed at making the companies more profitable and competitive .,新政策还旨在让公司更加盈利和具有竞争力。,positive,2
"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",芬克尔的橙柄剪刀是纽约现代艺术博物馆以及费城艺术博物馆的永久设计藏品的一部分。,neutral,1
TN means that the handset supports TeliaSonera 's Telia Navigator global positioning system service .,TN表示该手机支持TeliaSonera的Telia Navigator全球定位系统服务。,neutral,1
The company will propose a dividend of EUR0 .12 per share for 2008 .,该公司将提议每股派发2008年的股息为EUR0.12。,neutral,1
The invention carries International Patent Publication No. .,该发明拥有国际专利公布号。,neutral,1
"More than 14,000 customers were left powerless .",超过14000名客户断电。,negative,0
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",(ADP新闻) - 2008年10月29日 - 芬兰起重机制造商Konecranes Oyj（ OMX：KCR1V）今日宣布，该公司截至2008年前三季度的净利润从上年同期的7360万欧元增至1.166亿欧元（约合1.491亿美元）。,positive,2
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,非寿险业务的风险暴露情况  运动 12 个月费用 按功能划分的非寿险业务费用，不包括投资管理费用和其他服务非寿险投资组合分配费用,neutral,1
Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,Zanadvorov的保证金呼叫给了德意志银行信用额度下进行如此购买的机会，金额为5.6亿美元。,neutral,1
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",发明者是Bylander Johan、Ponten Fredrik和Lundberg Jorgen。,neutral,1
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",amer体育剥离法国鲁米利的一处工业场地 - 此公告由汤森路透代表汤森路透客户分发。,neutral,1
Two other sites will be included later on .,两个其他站点稍后将被包括在内。,neutral,1
Delivery is due in the second half of 2011 .,交付预计在2011年下半年进行。,neutral,1
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",协议将为The Switch提供两倍的转换器容量，并在中国开拓更多的生产地点。,positive,2
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",这一行动是关于埃尔科特克 SE、芬兰分公司、埃尔科特克芬兰有限公司和埃尔科特克设计中心有限公司的人员谈判的结果。,neutral,1
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,芬兰肉类公司Atria无法再向其客户保证足够的国内牛肉供应。,negative,0
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,税前利润下降了37%，从3.056亿欧元降至1.931亿欧元。,negative,0
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",(ADP新闻) - 2009年11月9日 - 四家公司同意以合计59亿瑞典克朗（8.54亿美元-5.718亿欧元）的价格购买阿波特克AB公司重组出售的所有药店。,positive,2
HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,Helsinki（AFX）-KCI Konecranes宣布，芬瑞起重机公司 Franklin Resources Inc 持有的投票权份额上周从2005年10月的超过9%降至4.65%。,negative,0
We are now taking Marimekko there on a distinctly more significant scale .,我们现在将以更为显著的规模将马里梅科斯基金带入其中。,neutral,1
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,2010年11月25日，芬兰涂料和涂层公司Tikkurila Oyj（HEL：TIK1V）宣布，芬兰国有投资公司Solidium Oy已将其在该公司持有的14.7%股份以总计9800万欧元的价格出售。,neutral,1
"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",在过去十年中，它逐渐剥离非核心资产，并收购了几家体育设备制造商，包括加利福尼亚州的Fitness Products International和内华达州斯帕克斯市的ATEC，后者是棒球和软式棒球投球机领域的领先制造商。,positive,2
"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .","这些公司拥有位于斯德哥尔摩利耶霍尔门的一栋20,000平方米的办公楼和商业楼，并且还拥有一大片用于新建购物中心的土地使用权。",neutral,1
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",在最近接受《金融时报》(FT)采访时，萨尔莫公司的董事会主席伯恩·瓦尔豪斯表示，如果财产和意外事故保险业务确实正在出售，并且价格已经定为850亿瑞典克朗，这证实了之前的声明。,neutral,1
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",此外，公司将使用这些解决方案根据国际财务报告准则（IFRS）自动化财务报表的编制。,neutral,1
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .","由于市场条件，公司还将临时裁减约3,200名员工，分布在不同的地点。",negative,0
"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .",芬兰硅片制造商Okmetic Oyj于2007年6月29日宣布，已与瑞典商业银行Nordea Bank AB的当地子公司Nordea Bank Finland Plc签署协议，该银行将为Okmetic的总额约为2000万欧元（约合2690万美元）的银团贷款提供再融资。,positive,2
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",法国法院的裁决与二十一名前Aspocomp S.A.S员工提出的索赔有关，该公司表示。,neutral,1
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",von Koskull 将 oversees 一个新的单位，该单位将 Nordea 的公司银行与市场部、金融机构部和资本市场产品部整合在一起。,neutral,1
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,借款人对路演很满意，这付出了回报，因为路演的命中率很高。,positive,2
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",弗罗斯特以每股6.06-7.12美元的价格出售了股份，共获得1900万美元，相比之下，周五的最高价为11.33美元，最低价为10.14美元。,negative,0
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",1985年成立的Quatrocon的客户群体包括公共部门建筑商、中央贸易公司和主要建筑企业。,neutral,1
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",它预计收入为220亿美元至230亿美元，略高于分析师估计的219亿美元。,positive,2
"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",在纸类发行中，Stora Enso R 基本持平，上涨 0.08 个百分点至 12.03 欧元，UPM-Kymmene 上涨 0.48 个百分点至 18.77 欧元，M-real B 上涨 0.50 个百分点至 3.99 欧元。,neutral,1
GSK announced in November 2008 that it would close its operations in Dartford .,葛兰素史克公司于2008年11月宣布将关闭其达特福德运营。,negative,0
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",此前，公司预计其2008年的财务表现将与2008年保持相同水平。,neutral,1
The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,公司表示，此前EB为LG电子提供了定制解决方案，现在也将该方案商业化，供其他移动终端厂商及无线运营商使用。,neutral,1
The figure does not include food exports from Finland .,该数字不包括芬兰的食品出口。,neutral,1
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,UPM-Kymmene表示“尚未表明对任何国内合并有兴趣”。,neutral,1
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",本期税后利润为90万欧元，去年同期为1万欧元。,positive,2
The total number of filling stations has been on the decrease recently .,最近加油站的数量一直在减少。,negative,0
The name of the buyer was not disclosed .,买家的名字未披露。,neutral,1
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",此外，哈萨克斯坦代表团还将访问芬兰的SITRA投资基金、Honkarakenne Ltd和诺基亚总部，以研究TeliaSonera Ltd JSC的活动。,neutral,1
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",该公司表示，目前法国分销单位Ragot位于诺曼底的卢德阿克，Waterqueen分销单位和线材供应商Tortue位于法国中部圣马塞尔，钩子制造单位VMC及钩子分销单位VMC Europe位于莫维尔尔斯。,neutral,1
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",本期利润为5.9百万欧元，同比增长1.3百万欧元。,positive,2
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",incap合同制造公司将在这份协议中在其位于班加罗尔附近的图姆库尔工厂进行生产。,neutral,1
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",运营利润为380万欧元，比2005年相应期间的450万欧元下降了。,negative,0
"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",过去12个月的经营利润从290万欧元下降至2450万欧元，相比之下，2004财务年度的情况是营业额为2450万欧元，经营利润为290万欧元。,negative,0
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",我可以明确地说，瓦尔罗斯在接受报纸采访时，并没有被引述说当被问及萨姆普是否对收购RSA有兴趣时。,neutral,1
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,它是市场上首款使用移动设备进行发票和采购申请审批的应用。,neutral,1
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",该公司将使用这笔资金在芬兰、德国、意大利和法国等关键市场进行产品开发和研究活动，直至2013年。,neutral,1
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",他们正在与谷歌展开竞争，争取将大量用户吸引到他们的服务上来，因为社交网络创造了新的商业模式，伦敦 CCS 洞察公司的分析师马丁·加纳如是说。,neutral,1
The number of magazine and newspaper readers remained unchanged .,杂志和报纸读者的数量保持不变。,neutral,1
Both the net sales and operating profit were record high in the company 's history .,公司的净销售收入和营业利润均创历史最高记录。,positive,2
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",然而，该公司第三季度的净利润从2009年同期的150万欧元下降至140万欧元。,negative,0
"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",芬兰AC驱动制造商瓦康正在收购美国集团阿尔特拉控股旗下TB伍德的AC驱动业务。,neutral,1
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",以Velta UK的名义交易，该公司曾是Uponor的品牌，并且一直是Uponor在英国及国际上为商业和工业建筑领域供应Velta品牌系统的长期合作伙伴。,neutral,1
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,Scanfil plc是全球通信和工业电子领域的合同制造商及系统供应商。,neutral,1
Almost the entire office building will be occupied by Metso .,几乎整个办公楼都将被梅索公司占用。,neutral,1
"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",该债券期限为五年，是银行国内债券计划的一部分。,neutral,1
A profit is still on target .,利润仍按计划进行。,positive,2
"128,538 shares can still be subscribed for with Series E share options , max .","E系列股份期权仍可认购128,538股，上限。",neutral,1
The desk will reach its full planned strength of ten persons in autumn 2007 .,该部门将在2007年秋季达到满编十人。,neutral,1
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",芬兰政府周三宣布，已将其在化学品和化肥集团Kemira Oyj中的32%股权出售，售价为6.556亿欧元（8.9亿美元），此举使该公司股价上涨了6%。,positive,2
